DBPediaURI;searchwrap_q=Gefühl&lang=de&extern=true;searchwrap_q=Gefühl&lang=de&extern=true.1;searchwrap_q=Gefühl&lang=de&extern=true.10;searchwrap_q=Gefühl&lang=de&extern=true.11;searchwrap_q=Gefühl&lang=de&extern=true.12;searchwrap_q=Gefühl&lang=de&extern=true.13;searchwrap_q=Gefühl&lang=de&extern=true.14;searchwrap_q=Gefühl&lang=de&extern=true.15;searchwrap_q=Gefühl&lang=de&extern=true.16;searchwrap_q=Gefühl&lang=de&extern=true.17;searchwrap_q=Gefühl&lang=de&extern=true.18;searchwrap_q=Gefühl&lang=de&extern=true.19;searchwrap_q=Gefühl&lang=de&extern=true.2;searchwrap_q=Gefühl&lang=de&extern=true.20;searchwrap_q=Gefühl&lang=de&extern=true.21;searchwrap_q=Gefühl&lang=de&extern=true.22;searchwrap_q=Gefühl&lang=de&extern=true.23;searchwrap_q=Gefühl&lang=de&extern=true.24;searchwrap_q=Gefühl&lang=de&extern=true.25;searchwrap_q=Gefühl&lang=de&extern=true.26;searchwrap_q=Gefühl&lang=de&extern=true.27;searchwrap_q=Gefühl&lang=de&extern=true.28;searchwrap_q=Gefühl&lang=de&extern=true.29;searchwrap_q=Gefühl&lang=de&extern=true.3;searchwrap_q=Gefühl&lang=de&extern=true.30;searchwrap_q=Gefühl&lang=de&extern=true.31;searchwrap_q=Gefühl&lang=de&extern=true.32;searchwrap_q=Gefühl&lang=de&extern=true.33;searchwrap_q=Gefühl&lang=de&extern=true.34;searchwrap_q=Gefühl&lang=de&extern=true.35;searchwrap_q=Gefühl&lang=de&extern=true.36;searchwrap_q=Gefühl&lang=de&extern=true.37;searchwrap_q=Gefühl&lang=de&extern=true.38;searchwrap_q=Gefühl&lang=de&extern=true.39;searchwrap_q=Gefühl&lang=de&extern=true.4;searchwrap_q=Gefühl&lang=de&extern=true.40;searchwrap_q=Gefühl&lang=de&extern=true.41;searchwrap_q=Gefühl&lang=de&extern=true.42;searchwrap_q=Gefühl&lang=de&extern=true.43;searchwrap_q=Gefühl&lang=de&extern=true.44;searchwrap_q=Gefühl&lang=de&extern=true.45;searchwrap_q=Gefühl&lang=de&extern=true.46;searchwrap_q=Gefühl&lang=de&extern=true.47;searchwrap_q=Gefühl&lang=de&extern=true.5;searchwrap_q=Gefühl&lang=de&extern=true.6;searchwrap_q=Gefühl&lang=de&extern=true.7;searchwrap_q=Gefühl&lang=de&extern=true.8;searchwrap_q=Gefühl&lang=de&extern=true.9
http://de.dbpedia.org/resource/RSS;0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1
http://de.dbpedia.org/resource/Moral;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Lenovo;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Apple_MacBook;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Alienware;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Tele_5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/ARD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/RTL_Television;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Super_RTL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/RTL_2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/n-tv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Sat.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Deutschland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/EuroSport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/ProSieben;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/3sat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/ZDF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Werbung;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Plug-in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Liverpool;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/SÃ¼ddeutsche_Zeitung;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/E-mail;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/YouTube;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Der_Standard;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Youtube;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Blog;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Vegetarismus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Uniform_Resource_Locator;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/JavaScript;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/Extensible_Markup_Language;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0
http://de.dbpedia.org/resource/Apple_iPhone;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Fax;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Microsoft;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Facebook;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Diazepam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Apple_iPod;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Suchmaschine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/Notebook;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Internetforum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/John_Travolta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Nickel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Webbrowser;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/Scarlett_Johansson;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
http://de.dbpedia.org/resource/Hypertext_Transfer_Protocol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
