DBPediaURI;searchwrap_q=Thunderbolt&lang=de&extern=true;searchwrap_q=Thunderbolt&lang=de&extern=true.1;searchwrap_q=Thunderbolt&lang=de&extern=true.10;searchwrap_q=Thunderbolt&lang=de&extern=true.11;searchwrap_q=Thunderbolt&lang=de&extern=true.12;searchwrap_q=Thunderbolt&lang=de&extern=true.13;searchwrap_q=Thunderbolt&lang=de&extern=true.14;searchwrap_q=Thunderbolt&lang=de&extern=true.15;searchwrap_q=Thunderbolt&lang=de&extern=true.16;searchwrap_q=Thunderbolt&lang=de&extern=true.17;searchwrap_q=Thunderbolt&lang=de&extern=true.18;searchwrap_q=Thunderbolt&lang=de&extern=true.19;searchwrap_q=Thunderbolt&lang=de&extern=true.2;searchwrap_q=Thunderbolt&lang=de&extern=true.20;searchwrap_q=Thunderbolt&lang=de&extern=true.21;searchwrap_q=Thunderbolt&lang=de&extern=true.22;searchwrap_q=Thunderbolt&lang=de&extern=true.23;searchwrap_q=Thunderbolt&lang=de&extern=true.24;searchwrap_q=Thunderbolt&lang=de&extern=true.25;searchwrap_q=Thunderbolt&lang=de&extern=true.26;searchwrap_q=Thunderbolt&lang=de&extern=true.27;searchwrap_q=Thunderbolt&lang=de&extern=true.28;searchwrap_q=Thunderbolt&lang=de&extern=true.29;searchwrap_q=Thunderbolt&lang=de&extern=true.3;searchwrap_q=Thunderbolt&lang=de&extern=true.30;searchwrap_q=Thunderbolt&lang=de&extern=true.31;searchwrap_q=Thunderbolt&lang=de&extern=true.32;searchwrap_q=Thunderbolt&lang=de&extern=true.33;searchwrap_q=Thunderbolt&lang=de&extern=true.34;searchwrap_q=Thunderbolt&lang=de&extern=true.35;searchwrap_q=Thunderbolt&lang=de&extern=true.36;searchwrap_q=Thunderbolt&lang=de&extern=true.37;searchwrap_q=Thunderbolt&lang=de&extern=true.38;searchwrap_q=Thunderbolt&lang=de&extern=true.39;searchwrap_q=Thunderbolt&lang=de&extern=true.4;searchwrap_q=Thunderbolt&lang=de&extern=true.40;searchwrap_q=Thunderbolt&lang=de&extern=true.41;searchwrap_q=Thunderbolt&lang=de&extern=true.42;searchwrap_q=Thunderbolt&lang=de&extern=true.43;searchwrap_q=Thunderbolt&lang=de&extern=true.44;searchwrap_q=Thunderbolt&lang=de&extern=true.45;searchwrap_q=Thunderbolt&lang=de&extern=true.46;searchwrap_q=Thunderbolt&lang=de&extern=true.47;searchwrap_q=Thunderbolt&lang=de&extern=true.5;searchwrap_q=Thunderbolt&lang=de&extern=true.6;searchwrap_q=Thunderbolt&lang=de&extern=true.7;searchwrap_q=Thunderbolt&lang=de&extern=true.8;searchwrap_q=Thunderbolt&lang=de&extern=true.9;
http://de.dbpedia.org/resource/Apple_MacBook_Pro;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;81,25
http://de.dbpedia.org/resource/Hardware;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;79,16666667
http://de.dbpedia.org/resource/FireWire;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;77,08333333
http://de.dbpedia.org/resource/AOL;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;75
http://de.dbpedia.org/resource/Software;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;72,91666667
http://de.dbpedia.org/resource/Multimedia;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;1;1;1;70,83333333
http://de.dbpedia.org/resource/Samsung_Group;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;68,75
http://de.dbpedia.org/resource/iTunes;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;68,75
http://de.dbpedia.org/resource/AMD;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;1;66,66666667
http://de.dbpedia.org/resource/Blog;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;1;0;66,66666667
http://de.dbpedia.org/resource/Notebook;1;0;0;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;58,33333333
http://de.dbpedia.org/resource/Sony;1;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;56,25
http://de.dbpedia.org/resource/High_Definition_Television;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;1;1;54,16666667
http://de.dbpedia.org/resource/World_Wide_Web;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;54,16666667
http://de.dbpedia.org/resource/Webbrowser;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;1;54,16666667
http://de.dbpedia.org/resource/Microsoft_Windows;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;0;50
http://de.dbpedia.org/resource/PCI-Express;0;0;1;0;1;0;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;0;0;50
http://de.dbpedia.org/resource/E-mail;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;1;45,83333333
http://de.dbpedia.org/resource/blog;1;0;1;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;45,83333333
http://de.dbpedia.org/resource/intel;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;45,83333333
http://de.dbpedia.org/resource/E-Mail;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;0;0;1;1;43,75
http://de.dbpedia.org/resource/apple;1;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;0;43,75
http://de.dbpedia.org/resource/hardware;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;0;39,58333333
http://de.dbpedia.org/resource/Uniform_Resource_Locator;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;37,5
http://de.dbpedia.org/resource/Firewire;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;37,5
http://de.dbpedia.org/resource/Hypertext_Markup_Language;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;37,5
http://de.dbpedia.org/resource/MP3;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;37,5
http://de.dbpedia.org/resource/Byte;1;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;31,25
http://de.dbpedia.org/resource/Linux;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;31,25
http://de.dbpedia.org/resource/Programmierschnittstelle;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;29,16666667
http://de.dbpedia.org/resource/Internet;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;27,08333333
http://de.dbpedia.org/resource/Hauptprozessor;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;27,08333333
http://de.dbpedia.org/resource/Entwicklungsstadium_(Software);0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;27,08333333
http://de.dbpedia.org/resource/computer;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;27,08333333
http://de.dbpedia.org/resource/Nokia;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;25
http://de.dbpedia.org/resource/SOFTWARE;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;25
http://de.dbpedia.org/resource/Plug-in;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;25
http://de.dbpedia.org/resource/Computer;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;22,91666667
http://de.dbpedia.org/resource/e-mail;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;22,91666667
http://de.dbpedia.org/resource/Cable_News_Network;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;22,91666667
http://de.dbpedia.org/resource/Smartphone;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;20,83333333
http://de.dbpedia.org/resource/Internet_Explorer;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;20,83333333
http://de.dbpedia.org/resource/JavaScript;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20,83333333
http://de.dbpedia.org/resource/Desktop_(Computer);0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;18,75
http://de.dbpedia.org/resource/firewire;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18,75
http://de.dbpedia.org/resource/Cascading_Style_Sheets;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;18,75
http://de.dbpedia.org/resource/Cache;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;18,75
http://de.dbpedia.org/resource/Podcasting;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;18,75
http://de.dbpedia.org/resource/High_Definition_Multimedia_Interface;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;18,75
http://de.dbpedia.org/resource/Datensicherung;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;18,75
http://de.dbpedia.org/resource/Server;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18,75
http://de.dbpedia.org/resource/bit;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;18,75
http://de.dbpedia.org/resource/Open_Source;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;18,75
http://de.dbpedia.org/resource/Yahoo;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16,66666667
http://de.dbpedia.org/resource/Global_Positioning_System;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;16,66666667
http://de.dbpedia.org/resource/Microsoft_Windows_7;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;16,66666667
http://de.dbpedia.org/resource/Zoll_(Einheit);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;16,66666667
http://de.dbpedia.org/resource/Xbox_360;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16,66666667
http://de.dbpedia.org/resource/Peripheral_Component_Interconnect;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14,58333333
http://de.dbpedia.org/resource/Steve_Jobs;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;14,58333333
http://de.dbpedia.org/resource/Winamp;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,58333333
http://de.dbpedia.org/resource/Bildschirm;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,58333333
http://de.dbpedia.org/resource/Serial_ATA;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;14,58333333
http://de.dbpedia.org/resource/Flüssigkristallbildschirm;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14,58333333
http://de.dbpedia.org/resource/CNET;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14,58333333
http://de.dbpedia.org/resource/Best_Buy;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;14,58333333
http://de.dbpedia.org/resource/Port_(Protokoll);1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/Spam;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/notebook;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;12,5
http://de.dbpedia.org/resource/Mobiltelefon;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;12,5
http://de.dbpedia.org/resource/DVD;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/Apple_Macintosh;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/image;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/DisplayPort;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/Image;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/Microsoft_Windows_Server_2008;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12,5
http://de.dbpedia.org/resource/Microsoft_Windows_Vista;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12,5
http://de.dbpedia.org/resource/software;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;12,5
http://de.dbpedia.org/resource/Adobe_Flash;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;12,5
http://de.dbpedia.org/resource/Portable_Network_Graphics;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10,41666667
