DBPediaURI;searchwrap_q=#guttenberg&lang=de&extern=true;searchwrap_q=#guttenberg&lang=de&extern=true.1;searchwrap_q=#guttenberg&lang=de&extern=true.10;searchwrap_q=#guttenberg&lang=de&extern=true.11;searchwrap_q=#guttenberg&lang=de&extern=true.12;searchwrap_q=#guttenberg&lang=de&extern=true.13;searchwrap_q=#guttenberg&lang=de&extern=true.14;searchwrap_q=#guttenberg&lang=de&extern=true.15;searchwrap_q=#guttenberg&lang=de&extern=true.16;searchwrap_q=#guttenberg&lang=de&extern=true.17;searchwrap_q=#guttenberg&lang=de&extern=true.18;searchwrap_q=#guttenberg&lang=de&extern=true.19;searchwrap_q=#guttenberg&lang=de&extern=true.2;searchwrap_q=#guttenberg&lang=de&extern=true.20;searchwrap_q=#guttenberg&lang=de&extern=true.21;searchwrap_q=#guttenberg&lang=de&extern=true.22;searchwrap_q=#guttenberg&lang=de&extern=true.23;searchwrap_q=#guttenberg&lang=de&extern=true.24;searchwrap_q=#guttenberg&lang=de&extern=true.25;searchwrap_q=#guttenberg&lang=de&extern=true.26;searchwrap_q=#guttenberg&lang=de&extern=true.27;searchwrap_q=#guttenberg&lang=de&extern=true.28;searchwrap_q=#guttenberg&lang=de&extern=true.29;searchwrap_q=#guttenberg&lang=de&extern=true.3;searchwrap_q=#guttenberg&lang=de&extern=true.30;searchwrap_q=#guttenberg&lang=de&extern=true.31;searchwrap_q=#guttenberg&lang=de&extern=true.32;searchwrap_q=#guttenberg&lang=de&extern=true.33;searchwrap_q=#guttenberg&lang=de&extern=true.34;searchwrap_q=#guttenberg&lang=de&extern=true.35;searchwrap_q=#guttenberg&lang=de&extern=true.36;searchwrap_q=#guttenberg&lang=de&extern=true.37;searchwrap_q=#guttenberg&lang=de&extern=true.38;searchwrap_q=#guttenberg&lang=de&extern=true.39;searchwrap_q=#guttenberg&lang=de&extern=true.4;searchwrap_q=#guttenberg&lang=de&extern=true.41;searchwrap_q=#guttenberg&lang=de&extern=true.42;searchwrap_q=#guttenberg&lang=de&extern=true.43;searchwrap_q=#guttenberg&lang=de&extern=true.44;searchwrap_q=#guttenberg&lang=de&extern=true.45;searchwrap_q=#guttenberg&lang=de&extern=true.46;searchwrap_q=#guttenberg&lang=de&extern=true.47;searchwrap_q=#guttenberg&lang=de&extern=true.5;searchwrap_q=#guttenberg&lang=de&extern=true.6;searchwrap_q=#guttenberg&lang=de&extern=true.7;searchwrap_q=#guttenberg&lang=de&extern=true.8;searchwrap_q=#guttenberg&lang=de&extern=true.9
http://de.dbpedia.org/resource/Die_Welt;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Helmut_Schmidt;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Hypertext_Markup_Language;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1
http://de.dbpedia.org/resource/Deutschland;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0
http://de.dbpedia.org/resource/Bild_(Zeitung);1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1
http://de.dbpedia.org/resource/RSS;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1
http://de.dbpedia.org/resource/PISA-Studien;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Financial_Times_Deutschland;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;1
http://de.dbpedia.org/resource/E-Mail;0;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0
http://de.dbpedia.org/resource/Spiegel_Online;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Plagiat;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0
http://de.dbpedia.org/resource/Frankfurter_Allgemeine_Zeitung;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
http://de.dbpedia.org/resource/MP3;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
http://de.dbpedia.org/resource/ZDF;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Blog;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0
http://de.dbpedia.org/resource/Handelsblatt;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Javascript;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Deutschlandradio;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
http://de.dbpedia.org/resource/blog;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Deutschlandfunk;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Datenschutz;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/twitter;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
http://de.dbpedia.org/resource/Sponsoring;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://de.dbpedia.org/resource/ARD;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1
http://de.dbpedia.org/resource/Christlich-Soziale_Union_in_Bayern;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0
http://de.dbpedia.org/resource/Digital_Subscriber_Line;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Facebook;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Bundeswehr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Sturmabteilung;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Rundfunk_Berlin-Brandenburg;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Die_tageszeitung;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;1;0
http://de.dbpedia.org/resource/Deutsche_Nationalbibliothek;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Twitter;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
http://de.dbpedia.org/resource/FOCUS;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0
http://de.dbpedia.org/resource/Wehrpflicht;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Massenmedien;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Al-Qaida;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
http://de.dbpedia.org/resource/World_Wide_Web;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
http://de.dbpedia.org/resource/Hartz-Konzept;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Angela_Merkel;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/Focus;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0
http://de.dbpedia.org/resource/Internet;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0
http://de.dbpedia.org/resource/satire;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Bayreuth;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Das_Unbehagen_in_der_Kultur;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Fotografie;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/bayreuth;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Multimedia;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1
http://de.dbpedia.org/resource/Philosophie;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/FINANCIAL_TIMES_DEUTSCHLAND;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Podcasting;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Tony_Blair;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Walter_Benjamin;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Dissertation;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Charisma;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Diktatur;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Afghanistan;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Comic;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Werbung;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Wiki;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Kasper;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/wiki;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Plug-in;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0
http://de.dbpedia.org/resource/YouTube;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Der_Standard;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Youtube;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Promotion_(Doktor);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://de.dbpedia.org/resource/Deutsche_Presse-Agentur;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0
http://de.dbpedia.org/resource/Anzeige_(Medien);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Apple_iPhone;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Webbrowser;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0
http://de.dbpedia.org/resource/Betriebssystem;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Ghostwriter;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Die_Zeit;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
http://de.dbpedia.org/resource/Junge_Union;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Barack_Obama;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Tagesschau_(ARD);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0
http://de.dbpedia.org/resource/FACEBOOK;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Demokratie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Pay-TV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Doktor;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Amazon.com;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/JavaScript;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
http://de.dbpedia.org/resource/eBay;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Eminem;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
